"pmid","year","title","abstract","first_author"
"37099218","2023","Transient left bundle branch block associated with favipiravir treatment for coronavirus infection.","The coronavirus disease 2019 (COVID-19) may lead to a wide spectrum of clinical manifestations ranging from asymptomatic to symptomatic by having targets on various tissues such as lung parenchyma and myocardium (Shahrbaf et al., Cardiovasc Hematol Disord Drug Targets. 21(2):88-90, 2021). As an RNA-dependent RNApolymerase inhibitor, favipiravir has been proposed as a treatment in clinical studies done during the pandemic period (Furuta et al., Antiviral Res. 100(2):446-454, 2013). Although favipiravir is generally a safe medication, it may rarely cause cardiac adverse effects (Shahrbaf et al., Cardiovasc Hematol Disord Drug Targets. 21(2):88-90, 2021). To the best of our knowledge, favipiravir has not been reported to cause left bundle branch block (LBBB).","Bostan Siralp"
"37097585","2023","A ""two-step classification"" machine learning method for non-invasive localization of premature ventricular contraction origins based on 12-lead ECG.","Premature ventricular contraction (PVC) is a type of cardiac arrhythmia that originates from ectopic pacemaker in the ventricles. The localization of the origin of PVC is essential for successful catheter ablation. However, most studies on non-invasive PVC localization focus on elaborate localization in specific regions of the ventricle. This study aims to propose a machine learning algorithm based on 12-lead electrocardiogram (ECG) data that can improve the accuracy of PVC localization in the whole ventricle.

We collected 12-lead ECG data from 249 patients with spontaneous or pacing-induced PVCs. The ventricle was divided into 11 segments. In this paper, we propose a machine learning method consisting of two consecutive classification steps. In the first classification step, each PVC beat was labeled to one of the 11 ventricular segments using six features, including a newly proposed morphological feature called ""Peak_index."" Four machine learning methods were tested for comparative multi-classification performance and the best classifier result was kept to the next step. In the second classification step, a binary classifier was trained using a smaller combination of features to further differentiate segments that are easily confused.

The Peak_index as a proposed new classification feature combined with other features is suitable for whole ventricle classification by machine learning methods. The test accuracy of the first classification reached 75.87%. It is shown that a second classification for confusable categories can improve the classification results. After the second classification, the test accuracy reached 76.84%, and when a sample classified into adjacent segments was considered correct, the test ""rank accuracy"" was improved to 93.49%. The binary classification corrected 10% of the confused samples.

This paper proposes a ""two-step classification"" method to localize the origin of PVC beats into the 11 regions of the ventricle using non-invasive 12-lead ECG. It is expected to be a promising technique to be used in clinical settings to help guide ablation procedures.","Wang Yiwen"
"37014480","2023","High predictive value of paced QRS frequency in verification of left bundle branch pacing.","Left bundle branch area pacing (LBBAP) is a newer technique to deliver more synchronous left ventricular activation. Several criteria have been proposed, but not fully validated, to confirm LBBAP during implantation of the pacing lead. Spectral analysis has been used to characterize the frequency components of the clinical QRS utilizing the Fourier transform algorithm. We hypothesized that higher frequency content of the paced QRS complex may show predictive value of successful LBBAP.

We evaluated 84 patients with ejection fraction > 50%, who underwent LBB lead placement (n = 42) using ≥ 1 current criteria and right ventricular midseptal (RVsp) lead placement (n = 42) from 2000 to 2022. Time frequency analysis (Matlab) was used to determine the frequency content of the paced QRS complex. The centroid frequency (CF), which is the weighted average QRS frequency, was calculated.

Patients in RVsp group had a longer paced QRS duration (155.6 ± 28.0 vs 127.1 ± 17.2, p < 0.002) compared to the LBBAP group. Of all standard ECG leads, the paced QRS in V2 gave the greatest difference of the CF of the LBBAP group at 8.8 ± 1.6 Hz versus 5.7 ± 0.7 Hz of the RVsp group. This difference was significant by both univariate (p < 0.003) and multivariate (p < 0.010) analysis. Predictive value of the CF for successful LBB pacing in lead V2 was highest with an AUC of 0.98. The sensitivity and specificity were 88.1% and 97.6%, respectively.

Spectral analysis predicts successful LBBAP with higher frequency content when compared to RVsp pacing. Given the limitations to the current criteria to confirm LBBAP, intraprocedural use of frequency content analysis of the paced QRS complex in patients may prove useful at verifying LBB capture if verified by prospective clinical trials.","Vajapey Ramya"
"36977953","2023","Is it a true left bundle branch block or not?","N/A","Curila Karol"
"36930350","2023","Improvement in electrocardiographic parameters of repolarization related to sudden death in patients with ventricular dysfunction and left bundle branch block after cardiac resynchronization through His bundle pacing.","Cardiac resynchronization therapy (CRT) through permanent His bundle pacing (p-HBP) normalizes interventricular conduction disorders and QRS. Similarly, there are immediate and long-term changes in repolarization, which could be prognostic of a lower risk of sudden death (SD) at follow-up. We aimed to compare the changes in different electrocardiographic (ECG) repolarization parameters related to the risk of SD before and after CRT through p-HBP.

In this prospective, descriptive single-center study (May 2019 to December 2021), we compared the ECG parameters of repolarization related to SD in patients with non-ischemic dilated cardiomyopathy, left bundle branch block (LBBB), and CRT indications, at baseline and after CRT through p-HBP.

Forty-three patients were included. Compared to baseline, after CRT through p-HBP, there were immediate significant changes in the QT interval (ms): 445 [407.5-480] vs 410 [385-440] (p = 0.006), QT dispersion (ms): 80 [60-100] vs 40 [40-65] (p < 0.001), Tp-Te (ms): 90 [80-110] vs 80 [60-95] (p < 0.001), Tp-Te/QT ratio: 0.22 [0.19-0.23] vs 0.19 [0.16-0.21] (p < 0.001), T wave amplitude (mm): 6.25 [4.88-10] vs - 2.5 [- 7-2.25] (p < 0.001), and T wave duration (ms): 190 [157.5-200] vs 140 [120-160] (p = 0.001). In the cases of the corrected QT (Bazzett and Friederichia) and the Tp-Te dispersion, changes only became significant at 1 month post-implant (468.5 [428.8-501.5] vs 440 [410-475.25] (p = 0.015); 462.5 [420.8-488.8] vs 440 [400-452.5] (p = 0.004), and 40 [30-52.5] vs 30 [20-40] (p < 0.001), respectively) (Table 1). Finally, two parameters did not improve until 6 months post-implant: the rdT/JT index, 0.25 [0.21-0.28] baseline vs 0.20 [0.19-0.23] 6 months post-implant (p = 0.011), and the JT interval, 300 [240-340] baseline vs 280 [257-302] 6 months post-implant (p = 0.027). Additionally, most of the parameters continued improving as compared with immediate post-implantation.

After CRT through His bundle pacing and LBBB correction, there was an improvement in all parameters of repolarization related to increased SD reported in the literature.","Moriña-Vázquez Pablo"
"36790576","2023","A novel artificial intelligence based algorithm to reduce wearable cardioverter-defibrillator alarms.","The wearable cardioverter defibrillator (WCD) is an important tool in mitigating sudden cardiac death (SCD). The WCD provides patient alarms for detected arrhythmias or electrical noise/artifact. Some patients experience frequent alarms for artifact. We sought to evaluate the effects of a novel artificial intelligence algorithm to reduce alarms related to electrical noise or artifact (advanced arrhythmia discrimination algorithm, AArD).

A retrospective review of a large commercial database of prescribed WCD. Patients prescribed the WCD during the years 2017 (discrimination algorithm, DA group) or during 2019 (advanced arrhythmia discrimination algorithm, AArD) were analyzed. A total of 96,000 patients were sampled, 48,000 in the control group (using standard direct algorithm, DA) and compared to 48,000 in the intervention AArD (4000 per group per month) for 12 months. The AArD further discriminates ECG signals based on a machine-learning algorithm utilizing intensity and frequency beyond the standard DA. Outcomes regarding alarms, arrhythmias, and safety were analyzed.

The AArD algorithm was associated with a significant decrease in frequency of alarms over the course of WCD use; 54% of patients in the AARD versus 27% of DA had 0 alarms (P < .001). In the entire cohort, there was a 56% relative reduction in alarms with the use of AArD. Appropriate arrhythmia treatment time was not significantly different between the groups (44 s DA vs 45 s AArD [p = ns]).

A novel artificial intelligence algorithm reduces alarms without delaying appropriate therapy for VT/VF. These changes may improve compliance and quality of life in patients with a WCD.","Arkles Jeffrey"
"36763211","2023","His bundle pacing success and electrical parameter stability regardless of three-dimensional transthoracic echocardiography lead localization.","His bundle pacing (HBP) is the most physiological form of ventricular pacing. Few prospective studies have analyzed lead localization using imaging techniques and its relationship with electrical parameters and capture patterns. The objective of this study is to examine the correlation between electrical parameters and lead localization using three-dimensional transthoracic echocardiography (3D TTE).

This single-center, prospective, nonrandomized clinical research study (January 2018 to June 2020) included patients with an indication of permanent pacing, in whom 3D TTE was performed to define lead localization as supravalvular or subvalvular.

A total of 92 patients were included: 56.5% of leads were supravalvular, and 43.5% were subvalvular, which resembles previous anatomic descriptions of autopsied hearts of His bundle localization within the triangle of Koch (ToK). R-wave sensing was higher when the His lead was localized subvalvular instead of supravalvular. His lead localization was not associated with HBP threshold or impedance differences, nor with the two different HBP patterns of capture, or with the ability of HBP to correct baseline BBB. The thresholds remained stable during follow-up visits, regardless of His lead localization. Higher R-wave sensing was observed during follow-up than at baseline, mainly in the subvalvular His leads. However, lead impedances in both positions decreased during follow-up.

Lead localization in relation to the tricuspid valve did not influence the electrical performance of HBPs. Wide anatomical variations of the His bundle within the ToK explain our findings, reinforcing the idea that the technique for HBP should be fundamentally guided by electrophysiological and not anatomical parameters.","Moriña-Vázquez Pablo"
"36754907","2023","Validation of the SCALE-CryoAF risk model to predict very late return of atrial fibrillation after cryoballoon ablation.","To date, few risk models have been validated to predict recurrent atrial fibrillation (AF) >1 year after ablation. The SCALE-CryoAF score was previously derived to predict very late return of AF (VLRAF) >1 year following cryoballoon ablation (CBA), with strong predictive ability. In this study, we aim to validate the SCALE-CryoAF score for VLRAF after CBA in a novel patient cohort.

Retrospective analysis of a prospectively maintained single-center database was performed. Inclusion criteria were pulmonary vein isolation using CBA 2017-2020. Exclusion criteria included prior ablation, <1-year follow-up, lack of pre-CBA echocardiogram, additional ablation lesion sets, and documented AF recurrence 90-365 days post-CBA. The area under the curve (AUC) of SCALE-CryoAF was compared to the derivation value and other established risk models.

Among 469 CBA performed, 241 (61% male, 62.8 ±11.7 years old) cases were included in analysis. There were 37 (15.4%) patients who developed VLRAF. Patients with VLRAF had a higher SCALE-CryoAF score (VLRAF 5.4 ± 2.7; no VLRAF 3.1 ± 2.9; p<0.001). SCALE-CryoAF was linearly associated with VLRAF (y=14.35x-11.72, R=0.99), and a score > 5 had a 32.7% risk of VLRAF. The SCALE-CryoAF risk model predicted VLRAF with an AUC of 0.74, which was similar to the derivation value (AUC: 0.73) and statistically superior to MB-LATER, CHA2DS2-VASc, and CHADSscores.

The current analysis validates the ability of SCALE-CryoAF to predict VLRAF after CBA in a novel patient cohort. Patients with a high SCALE-CryoAF score should be monitored closely for recurrent AF >1 year following CBA.","Nayak Tanvi"
"36753028","2023","Long-term follow-up of selective and non-selective His bundle pacing leads in patients with atrioventricular block.","His bundle pacing (HBP) is a novel treatment with limited knowledge on long-term outcome. We aimed to assess long-term safety and effectiveness of HBP in patients with atrioventricular block treated with HBP and a back-up right ventricular pacing (RVP) lead.

We included 38 patients from a completed single-center, randomized controlled cross-over trial designed to compare left ventricular (LV) function after 12 months of HBP vs. RVP conducted between September 2007 and August 2011. Lead performance beyond the 2-year study period was assessed based on a retrospective review of capture thresholds, sensing, impedance, energy consumption, and rate of HBP interruption.

Patients were followed for a mean of 7 ± 4 years. Both at baseline and during follow-up, HBP leads displayed significantly higher capture thresholds than RVP leads (P < 0.001), multifold higher energy consumption (P < 0.001), and lower sensing amplitudes (P < 0.001). During follow-up, 17 (53%) HBP leads were deactivated or abandoned. The principal cause for HBP interruption was high pacing thresholds in patients with preserved LVEF during RVP. Device longevity was shorter than that of contemporary cohorts treated with dual-chamber pacing or CRT, and time to first device exchange was 6.8 ± 1.5 years. No lead dislodgements occurred, but four patients (10%) developed device-related infections requiring device extraction.

HBP was interrupted in > 50% of patients during long-term follow-up. The principal cause was unacceptably high capture thresholds and no significant difference in LV function with HBP compared with RVP. Device longevity was shorter, and infection rates were higher than anticipated.","Frausing Maria Hee Jung Park"
"36705872","2023","Conduction system pacing: where are we today?","N/A","Zeitler Emily P"
"36690888","2023","No pain, no gain: intraprocedural myocardial injury current and conduction system pacing lead performance.","N/A","Perino Alexander C"
"36607529","2023","Worldwide survey on implantation of and outcomes for conduction system pacing with His bundle and left bundle branch area pacing leads.","Adoption and outcomes for conduction system pacing (CSP), which includes His bundle pacing (HBP) or left bundle branch area pacing (LBBAP), in real-world settings are incompletely understood. We sought to describe real-world adoption of CSP lead implantation and subsequent outcomes.

We performed an online cross-sectional survey on the implantation and outcomes associated with CSP, between November 15, 2020, and February 15, 2021. We described survey responses and reported HBP and LBBAP outcomes for bradycardia pacing and cardiac resynchronization CRT indications, separately.

The analysis cohort included 140 institutions, located on 5 continents, who contributed data to the worldwide survey on CSP. Of these, 127 institutions (90.7%) reported experience implanting CSP leads. CSP and overall device implantation volumes were reported by 84 institutions. In 2019, the median proportion of device implants with CSP, HBP, and/or LBBAP leads attempted were 4.4% (interquartile range [IQR], 1.9-12.5%; range, 0.4-100%), 3.3% (IQR, 1.3-7.1%; range, 0.2-87.0%), and 2.5% (IQR, 0.5-24.0%; range, 0.1-55.6%), respectively. For bradycardia pacing indications, HBP leads, as compared to LBBAP leads, had higher reported implant threshold (median [IQR]: 1.5 V [1.3-2.0 V] vs 0.8 V [0.6-1.0 V], p = 0.0008) and lower ventricular sensing (median [IQR]: 4.0 mV [3.0-5.0 mV] vs. 10.0 mV [7.0-12.0 mV], p < 0.0001).

In conclusion, CSP lead implantation has been broadly adopted but has yet to become the default approach at most surveyed institutions. As the indications and data for CSP continue to evolve, strategies to educate and promote CSP lead implantation at institutions without CSP lead implantation experience would be necessary.","Perino Alexander C"
"36417123","2022","Clinical observation of radiofrequency ablation for premature ventricular contractions originating from uncommon His-Purkinje sites.","Radiofrequency catheter ablation (RFCA) of premature ventricular contractions (PVCs) originating from common locations such as the proximal and middle fascicles of the His-Purkinje system (HPS) has been established as an effective therapy. This report aims to highlight the electrophysiological properties and RFCA of PVCs originating from uncommon locations of the HPS.

Among 57 patients with fascicular PVCs, 3 with fascicular PVCs originating from uncommon sites were retrospectively analyzed.

We identified three patients with PVCs originating separately from diseased fascicles, the dead-end tract (DET), and the distal fascicle. In contrast to PVCs originating from the proximal and medial fascicles, the fascicular potentials could not be recorded at the target sites of patients with PVCs originating from diseased fascicles or the distal fascicle during sinus rhythm. However, these PVCs were successfully ablated from the HPS, guided by recording their earliest fascicular potentials in PVCs. PVCs originating from the DET are morphologically consistent with those originating from the proximal left anterior fascicle or the distal left bundle branch. The corresponding tiny sharp potential of the DET could be mapped, and RFCA of the right coronary cusp achieved successful suppression of PVCs.

The knowledge of the different electrophysiological characteristics of fascicular PVCs originating from uncommon locations can contribute to precise mapping and ablation. For such arrhythmia, the target site for successful ablation should be identified by earliest fascicular potential.","Huang Jing"
"36198845","2022","Correlations between myocardial injury current and lead performance in His bundle pacing compared with left bundle branch area pacing and right ventricular septum pacing.","Conduction system pacing by implanting the lead in the His bundle (HBP) region or in the left bundle branch area (LBBAP) has gained popularity. Myocardial injury current (IC) is useful for predicting adequate lead fixation in right ventricular septal pacing (RVSP).

We compared the correlations between IC and lead performance among patients receiving HBP (n = 41), LBBAP (n = 53), and historical RVSP (n = 88). LBBAP was an alternative if optimal HBP was not achieved. A positive IC (ST - ST) was defined as > 0.2 mV or a > 25% ST elevation and prolongation of the ventricular electrograms > 10 ms from baseline.

HBP patients with a positive IC (48%, 0.84 ± 0.4 V/0.4 ms) exhibited a similar pacing threshold to their LBBAP counterparts (76%, 0.75 ± 0.3 V/0.4 ms, p = 0.329), but a higher pacing threshold than their RVSP counterparts (67%, 0.50 ± 0.1 V/0.4 ms, p < 0.001) at implantation. The R-wave (5.70 ± 3.4 mV) and impedance (660.91 ± 140.8 Ω) were both lower than those of LBBAP (10.35 ± 6.0 mV, p = 0.002; 822.36 ± 235.8 Ω, p = 0.005) and RVSP (11.24 ± 4.9 mV, p < 0.001; 754.27 ± 126.4 Ω, p = 0.006) patients respectively at implantation. The trend of electrical parameter comparisons remained unchanged during follow-up (3.56 ± 1.4 months). Notably, HBP patients without ICs had a higher pacing threshold (1.24 ± 0.6 V/0.4 ms) compared to their LBBAP (0.73 ± 0.3 V/0.4 ms, p = 0.009) and RVSP (0.53 ± 0.1 V/0.4 ms, p < 0.001) counterparts at implantation and during follow-up.

The detection of positive changes of myocardial ICs during HBP was associated with a better capture threshold equivalent to the LBBAP counterpart both at implantation and during short-term follow-up. Further large-scale studies with longer follow-up are necessary to confirm these findings.","Chung Wei-Hsin"
"36155878","2022","Defining the distance between the His bundle and first septal perforator: implications for left bundle branch pacing.","Left bundle branch pacing (LBBP) is a developing method of native conduction pacing, but cases of injury to the septal perforator arteries during implantation have been reported. Knowing the distance between the His bundle and the first septal perforator artery can help operators implant LBBP leads more safely.

Using previously performed coronary CT angiography (CCTA) studies, the distance between the His bundle and the first septal perforator was measured.

A total of 50 CCTA studies were included. The mean distance from the His bundle to the first septal perforator (His-SP) along the line connecting the His bundle to the RV apex (His-RV apex) was 27.17 ± 7.7 mm with a range of 13.0 to 44.7 mm. The distance was greater than 2.0 cm in 84% of patients. To standardize this distance among patients with varying cardiac structures, the ratio between the His-SP distance and the His-RV Apex distance was also measured. The mean His-SP:His-RV Apex was 0.302 and the median was 0.298. Eighty-six percent of patients had a ratio of greater than 0.20.

Using this information, operators can aim to implant LBBP leads within 2.0 cm of the His bundle or 20% of the distance between the His bundle and the RV apex with minimal risk of causing vascular injury.","Bocchese Matthew"
"35970951","2022","Dual-chamber ICD for left bundle branch area pacing: the cardiac resynchronization and arrhythmia sensing via the left bundle (cross-left) pilot study.","Left bundle branch area pacing (LBBAP) has emerged as a promising technique to deliver cardiac resynchronization therapy (CRT). However, safety and efficacy of ventricular arrhythmia sensing via the left bundle in implantable cardioverter-defibrillator (ICD) recipients remain unclear. We sought to evaluate the feasibility of a single LBBAP lead connected to a dual-chamber ICD in patients indicated with a CRT-D implantation.

The CROSS-LEFT pilot study prospectively included 10 consecutive patients with a reduced ejection fraction and a complete left bundle branch block, indicated with a prophylactic CRT-D. A DF-1 lead was implanted at the right ventricular (RV) apex, and an LBBAP lead through the interventricular septum. Ventricular fibrillation was induced at implantation in both conventional (RV) and left bundle branch area sensing configurations. The latter was the final sensing configuration, and patients were implanted with a dual-chamber DF-1 ICD connected to the atrial lead (RA port), the LBBAP lead (RV IS-1 port), and the defibrillation lead (RV DF-1 port), the IS-1 pin being capped. Atrioventricular delay was optimized to ensure fusion between LBBAP and native conduction from the right bundle. Patients were followed during 6 months.

No difference between both configurations was observed regarding R-wave sensing in sinus rhythm (p = 0.22), ventricular fibrillation median interval detection (p = 1.00), or total induced episode duration (p = 0.78). LBBAP resulted in a significant reduction of median QRS width from 164 to 126 ms (p = 0.002). Median ventricular sensing significantly improved from 9.7 at implantation to 18.8 mV at 6 months (p = 0.01). Median LVEF also significantly improved from 29 to 44% at 6 months (p = 0.002).

Ventricular arrhythmia sensing and defibrillation can be performed via a single LBBAP lead connected to a dual-chamber ICD, and is associated with significant electromechanical reverse remodeling.

NCT05102227 In patients presenting with left bundle branch block and left ventricular systolic dysfunction, a left bundle branch area pacing lead connected to a DF-1 dual-chamber implantable cardioverter-defibrillator provides safe ventricular arrhythmia sensing and efficient electro-mechanical resynchronization.","Clementy Nicolas"
"35951215","2022","Extraction of a fractured pacemaker lead in the left bundle branch area using a snare via a femoral approach.","We present the first reported case of extraction of a ventricular lead placed in the left bundle branch area with a double-loop design snare via the femoral approach without any complication. It was a 4-month-old lead whose extraction was not possible only with a conventional stylet via an implant vein approach, so we want to show that complete procedural success is possible.","Agudo Cristina Aguilera"
"35907107","2022","Non-invasive assessment of ventricular electrical heterogeneity to optimize left bundle branch area pacing.","Left bundle branch area pacing (LBBAP) is a novel therapeutic option for bradycardia and heart failure patients. ECG belt is a novel technology for assessment of ventricular electrical heterogeneity (VEH) using multi-electrode ECG. A metric of overall VEH based on standard deviation of activation times (SDAT) from all electrodes in the ECG belt has been previously shown to predict cardiac resynchronization therapy (CRT) response. The aim of the study is to evaluate non-invasive assessment of VEH using ECG belt to optimize LBBAP.

VEH from a 40-electrode ECG belt was characterized in 20 patients (male 15, EF 33 ± 13%, NYHA class 3.05 ± 0.6; CRT indication 18) during LBBAP (20) and LBBAP-Optimized CRT (LOT-CRT-7), anodal capture (16), NS-LBBP (18), S-LBBP (5), LVSP (9). In addition to SDAT, regional (LV/RV) VEH was assessed with average left ventricular activation times (LVAT), SDAT of left-sided (LV dispersion) and right-sided (RV dispersion) electrodes. Optimal LBBAP was determined based on maximal SDAT and QRS duration (d) change.

All metrics were significantly reduced (p < 0.0001 for ECG belt metrics, p = 0.0027 for QRSd) during LBBAP and LOT-CRT compared to intrinsic. QRSd, SDAT, LVAT, and LV and RV dispersion during optimal LBBAP were significantly lower (133 ± 20/157 ± 24; 20.5 ± 7.5/38.6 ± 9; 44.4 ± 14.3/61.4 ± 21; 11.6 ± 11.6/29.5 ± 15; 21.1 ± 7.8/42.5 ± 9.3; p < 0.0001) compared to intrinsic rhythm. However, they were not significantly different among selective, non-selective, anodal, and LV septal captures. EF and NYHA class improved to 46 ± 11% and 1.9 ± 0.6 (p < 0.001).

LBBAP significantly reduced overall and regional (RV/LV) VEH, irrespective of the mechanism of capture. Detailed assessment of electrical heterogeneity using ECG belt may add valuable insights on effects of LBBAP.

ClinicalTrials.gov Identifier: NCT04583709.","Vijayaraman Pugazhendhi"
"35804257","2022","His-Purkinje conduction system pacing for pacing-induced cardiomyopathy: a systematic literature review and meta-analysis.","Upgrading to His-Purkinje conduction system pacing (HPCSP) has been proven to reverse ventricular remodeling and improve cardiac function in patients with pacing-induced cardiomyopathy (PICM). This meta-analysis aimed to assess the efficacy and clinical benefit of upgrading to HPCSP in patients with PICM after chronic right ventricular pacing (RVP).

We systematically searched PubMed, Cochrane Library, and Embase for relevant articles from databases' establishment to April 22, 2022. Clinical outcomes and pacing parameters included left ventricular ejection fraction (LVEF) pre-RVP, pre-HPCSP, and during follow-up, New York Heart Association (NYHA) functional class at baseline and follow-up, lead-related complications, heart failure hospitalization (HFH), all-cause mortality, pacing thresholds at implant and during follow-up, and QRS duration (QRSd) pre-RVP, pre-HPCSP, and during follow-up.

A total of 6 articles including 144 patients were enrolled in this meta-analysis. QRSd increased from 127 ± 29 ms at baseline to 175 ± 19 ms (P < 0.001) during RVP and then significantly narrowed to 116 ± 18 ms (P < 0.001) after upgrading to HPCSP. During a mean follow-up of 17.9 ± 10.5 months, LVEF improved from 35 ± 8% pre-HPSCP to 48 ± 12% after upgrading to HPCSP (P < 0.001). The capture thresholds were 1.2 ± 0.9 V at baseline and increased slightly during follow-up. NYHA functional class improved significantly from 2.7 ± 0.8 to 1.9 ± 0.8 during follow-up (P < 0.001).

Our meta-analysis indicates that upgrading to HPCSP in patients with PICM is feasible and efficient, as it significantly improves electrical synchrony and cardiac function.","Zheng Rujie"
"35551558","2022","Deep learning-based insights on T:R ratio behaviour during prolonged screening for S-ICD eligibility.","A major predictor of eligibility of subcutaneous implantable cardiac defibrillators (S-ICD) is the T:R ratio. The eligibility cut-off of the T:R ratio incorporates a safety margin to accommodate for fluctuations of ECG signal amplitudes. We introduce a deep learning-based tool that accurately measures the degree of T:R ratio fluctuations and explore its role in S-ICD screening.

Patients were fitted with Holters for 24 h to record their S-ICD vectors. Our tool was used to assess the T:R ratio over the duration of the recordings. Multiple T:R ratio cut-off values were applied, identifying patients at high risk of T-wave oversensing (TWO) at each of the proposed values. The purpose of our study is to identify the ratio that recognises patients at high risk of TWO while not inappropriately excluding true S-ICD candidates.

Thirty-seven patients (age 54.5 + / - 21.3 years, 64.8% male) were recruited. Fourteen patients had heart-failure, 7 hypertrophic cardiomyopathy, 7 had normal hearts, 6 had congenital heart disease, and 3 had prior inappropriate S-ICD shocks due to TWO. 54% of patients passed the screening at a T: R of 1:3. All patients passed the screening at a T: R of 1:1. The only subgroup to wholly pass the screening utilising all the proposed ratios are the participants with normal hearts.

We propose adopting prolonged screening to select patients eligible for S-ICD with low probability of TWO and inappropriate shocks. The appropriate T:R ratio likely lies between 1:3 and 1:1. Further studies are required to identify the optimal screening thresholds.","ElRefai Mohamed"
"35469052","2022","Conduction system pacing in prosthetic heart valves.","There has been increasing interest in physiologic pacing techniques that directly activate the specialized conduction system. We aimed to assess outcomes of conduction system pacing (CSP) in patients with prosthetic heart valves.

This systematic review was performed according to PRISMA guidelines. Freeman-Tukey double arcsine transformation with the random-effect model was used to summarize the data. Outcomes studied were 1) implant success (defined as ability to recruit the His-Purkinje system or the distal Purkinje system); (2) lead parameters at implant and follow-up; and (3) procedure-related complications.

This systematic review of 7 studies included 267 unique patients in whom CSP was attempted with either HBP or LBBAP for pacing indications after a prosthetic valve. HBP was attempted in 38% (n = 108), while LBBAP in 62% (n = 175) patients. The overall success rate of CSP was 87%, while in patients post-TAVR, the overall success rate was 83.2%. In the subgroup analysis, LBBAP had a significant higher overall success rate compared to HBP (94.3% vs. 76.5%, p = 0.02) and post-TAVR patients (94.3 vs. 66.9%, p < 0.01), respectively. The LBBAP thresholds were significantly lower compared to HBP both at implant (0.67 ± 0.4 @ 0.44 ms vs. 1.35 ± 1 @ 0.85 ms, p < 0.01) and at a mean follow-up of 12.4 ± 8 months (0.73 ± 0.1 @ 0.44 ms vs. 1.39 ± 1 @ 0.85 ms, p < 0.01), respectively.

CSP is safe and feasible in patients with a prosthetic valve, with a significantly higher success rate and superior lead parameters with LBBAP than HBP, especially in patients post-TAVR.","Shah Kuldeep"
"35362830","2022","Premature beat of selective left bundle branch: a novel marker for reaching and capturing the left bundle branch.","It was recently shown that template beats and fixation beats of the premature ventricular contractions (PVCs) were generated during lead deployment. These could be exploited to guide the left bundle branch (LBB) pacing (LBBP) procedure. However, lack of a revolving connector that can continuously record and pace during lead rotations has been a limitation when using the traditional implant technique. Here, we report ten cases in which a revolving connector was used and showed that the premature beats of selective left bundle branch (SLBB-PBs) were generated as the lead was reached and the electrical stimulus selectively captured the LBB.

Ten patients who underwent the transseptal placement of the pacing lead using a revolving connector were included in the study. We aimed to examine whether the SLBB-PB was a marker of LBB capture during LBBP and the clinical significance of SLBB-PB. LBBP was performed and data of these cases were analyzed to show the characteristics of the electrocardiogram and the intracardiac electrogram of SLBB-PBs.

This is the first case series on SLBB-PBs in LBBP. The presence of SLBB-PBs suggested that the LBB was reached and selectively captured and possibly increased the safety of lead implantation.","Shen Jiabo"
"35352219","2022","Cardiac resynchronization therapy in non-ischemic cardiomyopathy: a comparative non-randomized study of His Bundle pacing versus biventricular pacing.","Cardiac resynchronization therapy (CRT) via permanent His bundle pacing (pHBP) has gained acceptance globally, but robust studies comparing pHBP-CRT with classic CRT are lacking. In this study, we aimed to compare the improvement in left ventricular ejection fraction (LVEF) after pHBP-CRT versus classic CRT.

This was a single-center study comparing a prospective series of pHBP-CRT with a historical series of CRT via classic biventricular pacing (BVP). Patients with non-ischemic cardiomyopathy, baseline LVEF < 35%, left bundle branch block (LBBB), and CRT indications were selected.

Fifty-one patients underwent classic CRT and 52 patients underwent pHBP-CRT. In the classic CRT group, the median (interquartile range) basal LVEF was 30% (IQR, 29-35%) before implantation and 40% (35-48%) at follow-up. In the pHBP-CRT group, the median basal LVEF was 30% (28-34%) before implantation and 55% (45-60%) at follow-up, with significant differences between both modalities at follow-up (p = 0.001). The median long term His recruitment threshold with LBBB correction was 1.25 (1-2.5) V at 0.4 ms in cases of pHBP-CRT, compared to a left ventricular coronary sinus threshold of 1.25 (1-1.75) V in cases of classic CRT (p = 0.48). After CRT, the median paced QRS was 135 (120-145) ms for pHBP-CRT versus 140 (130-150) ms for BVP-CRT (p = 0.586).

The improvement in LVEF was superior with pHBP-CRT than with classic CRT. The thresholds at follow-up were similar in both groups.","Moriña-Vázquez Pablo"
